feature_id,bedrooms,squareFootage,features,bathrooms,lotSize
299,3,1540.0,"{'architectureType': 'Ranch', 'cooling': True, 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Composition Shingle', 'roomCount': 6}",2,8400.0
300,3,1614.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",2,24154.0
301,3,1642.0,nan,2,
302,4,2032.0,nan,2,
303,3,1380.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 3, 'unitCount': 1}",2,40729.0
304,0,1933.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,5663.0
305,5,1988.0,"{'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Electric', 'roomCount': 10}",3,10106.0
306,4,3174.0,"{'garage': True, 'garageType': 'Garage'}",3,6718.0
307,3,1756.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2,8185.0
308,4,1687.0,nan,3,
309,3,1850.0,{},2,
310,3,2578.0,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Solar', 'unitCount': 1}",3,3866.0
311,4,2585.0,"{'architectureType': 'Colonial', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool, Plastic w/ Vinyl Lining', 'unitCount': 1}",3,25657.0
312,4,2200.0,nan,2,
313,0,459.0,nan,1,
314,0,2692.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",3,13155.0
315,3,1652.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Basement', 'heating': True, 'roomCount': 7, 'unitCount': 1}",2,9496.0
316,0,1168.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",1,9600.0
317,0,2512.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Concrete Tile', 'roomCount': 10, 'unitCount': 1}",3,9103.0
318,0,720.0,"{'cooling': True, 'coolingType': 'Window', 'exteriorType': 'Wood Frame'}",0,11326.0
319,4,3064.0,nan,1,
320,0,1271.0,"{'exteriorType': 'Wood', 'fireplace': True, 'foundationType': 'Retaining Wall', 'heating': True, 'roofType': 'Shingle (Not Wood)', 'unitCount': 1}",0,6850.0
321,0,3434.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",3,4692.0
322,4,748.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,5400.0
323,3,1544.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'unitCount': 1}",2,9200.0
324,5,2909.0,"{'exteriorType': 'Stucco', 'floorCount': 2}",4,7225.0
325,3,1568.0,"{'architectureType': 'Traditional', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air'}",1,9148.0
326,4,1408.0,"{'architectureType': 'Colonial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2,5200.0
327,0,1283.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 5}",1,
328,3,1176.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,6122.0
329,2,900.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Composition', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",1,1025.0
330,4,1620.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Composition', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Hot Water'}",2,3049.0
331,5,2020.0,nan,2,
332,2,1092.0,nan,1,
333,0,,nan,0,9714.0
334,0,3494.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'unitCount': 1}",0,217800.0
335,3,1628.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,4725.0
336,3,1964.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",2,
337,3,952.0,"{'exteriorType': 'Wood Siding', 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",1,7841.0
338,3,1450.0,nan,2,726.0
339,4,3100.0,{'floorCount': 2},2,6708.0
340,3,1239.0,"{'architectureType': 'Other', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'unitCount': 1}",2,10000.0
341,3,1457.0,"{'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1, 'cooling': True, 'coolingType': 'Central'}",2,2465.0
342,3,2454.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",3,6534.0
343,3,2961.0,nan,2,
344,1,704.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roomCount': 4, 'unitCount': 1}",1,
345,0,972.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Block with Runner', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1, 'viewType': 'Average'}",2,2375.0
346,2,1260.0,"{'architectureType': 'Cape Cod', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 5, 'unitCount': 1}",1,8276.0
347,2,1147.0,nan,2,
348,2,880.0,nan,2,
349,3,1564.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,9300.0
350,0,1284.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",2,6970.0
351,0,1784.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'viewType': 'Average'}",0,1501.0
352,1,818.0,nan,1,
353,3,3275.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Heat Pump', 'pool': True, 'roomCount': 8, 'unitCount': 1}",4,96877.0
354,12,6960.0,{},12,
355,2,990.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2,
356,3,1266.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,8050.0
357,3,1144.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'unitCount': 1}",2,3750.0
358,3,1237.0,"{'architectureType': 'A-Frame', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 3, 'foundationType': 'OTHER', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 8, 'unitCount': 1}",2,1568.0
359,3,1972.0,nan,2,5789.0
360,3,1308.0,nan,1,1400.0
361,0,2978.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Attached'}",0,8233.0
362,0,1687.0,"{'architectureType': 'Ranch / Rambler', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle (Not Wood)', 'roomCount': 7, 'unitCount': 1}",2,10000.0
363,3,1030.0,nan,2,6000.0
364,3,2000.0,nan,2,
365,2,840.0,{},1,
366,2,1030.0,"{'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1, 'cooling': True, 'coolingType': 'Central', 'heatingType': 'Central'}",1,37026.0
367,0,884.0,"{'architectureType': 'Multi-Unit Building', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'roofType': 'Shingle', 'unitCount': 1}",3,6000.0
368,0,1075.0,{'unitCount': 1},1,6461.0
369,2,1033.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 4, 'unitCount': 1}",1,
370,2,1188.0,"{'exteriorType': 'Other', 'floorCount': 2, 'roomCount': 4, 'unitCount': 1}",2,
371,3,1896.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 1}",2,14224.0
372,0,1340.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Pier', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",1,5663.0
373,0,,nan,0,11326.0
374,4,2618.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2,6581.0
375,2,867.0,"{'floorCount': 1, 'heating': True, 'heatingType': 'Floor / Wall', 'unitCount': 1}",1,5213.0
376,4,2699.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}",2,5000.0
377,1,730.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 3}",1,
378,2,1228.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Steam', 'roofType': 'Asphalt', 'unitCount': 1}",2,69696.0
379,2,,nan,1,
380,3,1034.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Retaining Wall', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",1,6098.0
381,3,1353.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 1}",2,10454.0
382,4,3476.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",2,12540.0
383,2,616.0,nan,1,8184.0
384,2,1252.0,nan,2,
385,0,2435.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",2,12632.0
386,4,2456.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 8, 'unitCount': 1}",2,12672.0
387,3,1687.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 6, 'unitCount': 1}",2,6534.0
388,0,1958.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Central'}",0,405.0
389,4,1707.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shingle', 'roomCount': 7, 'unitCount': 1}",2,6050.0
390,4,4706.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Other', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 8, 'unitCount': 1}",3,26136.0
391,3,1176.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageSpaces': 1, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",1,8408.0
392,4,3651.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Tile', 'roomCount': 7, 'unitCount': 1}",4,51678.0
393,3,1672.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",3,2060.0
394,0,1629.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'roomCount': 6, 'unitCount': 1}",2,6055.0
395,2,700.0,nan,1,
396,0,2152.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'roomCount': 8, 'unitCount': 1}",2,7758.0
397,3,1152.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'floorCount': 2, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt', 'roomCount': 5}",1,11292.0
398,0,585.0,"{'architectureType': 'Condo / Apartment', 'fireplace': True, 'floorCount': 1, 'unitCount': 1}",0,1742.0
399,4,2356.0,nan,2,
400,0,1328.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'roomCount': 5, 'unitCount': 1}",2,171.0
401,2,1092.0,nan,2,1249.0
402,3,1900.0,nan,1,
403,3,1197.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 7, 'unitCount': 1}",2,3528.0
404,3,1248.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2,4791.0
405,0,,nan,0,445619.0
406,0,2368.0,"{'garage': True, 'garageType': 'Carport'}",0,87120.0
407,3,1687.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}",2,7040.0
408,3,2713.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 3, 'unitCount': 1}",2,7841.0
409,2,1157.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Central'}",2,
410,0,2680.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle', 'unitCount': 1}",3,6895.0
